"Age","DistanceFromHome","DepartmentType","JobRole","JobLevel","JobInvolvement","JobSatisfaction","BusinessTravel","JobStockOptionLevel","WorkEnvironmentSatisfaction","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsWithCurrManager","Attrition"
"42","2","Research & Development","Manager","5","3","3","Travel_Rarely","0","1","2","22","6","14","No"
"56","7","Research & Development","Laboratory Technician","1","3","3","Travel_Rarely","1","4","1","10","9","8","Yes"
"41","28","Research & Development","Manufacturing Director","4","2","2","Travel_Rarely","1","1","3","20","7","10","No"
"34","28","Sales","Sales Executive","2","2","3","Travel_Rarely","2","4","3","8","7","7","No"
"36","15","Sales","Sales Executive","2","1","4","Non-Travel","1","4","2","15","12","11","No"
"41","3","Sales","Sales Executive","2","2","2","Travel_Rarely","1","3","3","5","4","4","No"
"32","2","Research & Development","Research Scientist","1","3","1","Travel_Rarely","0","4","3","4","2","2","No"
"35","26","Human Resources","Human Resources","3","3","4","Travel_Rarely","0","3","3","9","0","7","No"
"38","10","Sales","Sales Executive","2","3","4","Travel_Rarely","1","1","3","10","7","9","No"
"50","1","Sales","Sales Executive","2","3","3","Travel_Frequently","2","2","3","6","3","1","Yes"
"36","11","Sales","Sales Executive","2","2","4","Travel_Rarely","1","2","2","6","3","0","No"
"45","20","Sales","Sales Executive","2","3","3","Travel_Rarely","0","4","3","5","3","1","No"
"40","2","Research & Development","Research Scientist","1","2","3","Travel_Rarely","0","3","3","2","2","2","No"
"35","18","Research & Development","Healthcare Representative","2","3","3","Travel_Frequently","2","3","4","10","2","2","No"
"40","2","Research & Development","Research Scientist","1","3","3","Travel_Rarely","3","3","3","5","3","2","No"
"35","1","Research & Development","Research Scientist","1","1","4","Travel_Rarely","1","3","3","4","3","1","No"
"29","7","Research & Development","Laboratory Technician","2","2","2","Travel_Rarely","1","4","3","4","3","3","No"
"29","28","Research & Development","Research Scientist","1","2","1","Travel_Rarely","0","4","1","5","4","4","No"
"50","28","Sales","Sales Executive","3","2","3","Travel_Rarely","1","4","3","3","2","0","Yes"
"39","24","Sales","Sales Executive","4","2","4","Travel_Rarely","1","2","2","20","9","6","No"
"31","5","Research & Development","Manufacturing Director","2","3","1","Non-Travel","0","2","3","9","4","7","No"
"26","5","Sales","Sales Representative","1","2","-2","Travel_Rarely","0","4","3","4","2","0","No"
"36","23","Research & Development","Laboratory Technician","2","4","4","Travel_Frequently","1","3","3","5","2","3","No"
"39","6","Research & Development","Healthcare Representative","3","2","1","Travel_Rarely","1","4","3","7","7","7","No"
"27","4","Research & Development","Manufacturing Director","2","4","2","Travel_Rarely","1","2","3","6","2","3","No"
"49","2","Sales","Sales Executive","2","2","2","Travel_Frequently","0","4","2","9","6","8","No"
"34","8","Research & Development","Laboratory Technician","2","4","3","Travel_Rarely","0","2","4","4","3","2","No"
